premise,hypothesis,label
"One guy, wearing a white shirt and black shorts, is jumping into a bed with another guy sleeping.",2 guys watching television,2
A man fishes under a large tree.,A man is hunting ducks in a field.,2
A person in a white shirt with blue stripes is holding a large bucket shaped object on the head.,The person is outside.,1
Important political man in gray suit talks to man in darker green suit about the woman in the lighter green jacket.,the river is flowing loudly,2
Two girls are standing outside.,Two girls are sitting on the bench.,2
One man holding a post and another man and woman waiting to cross the street looking to their left.,Three people are swimming in the ocean.,2
A shiny brown motorcycle being viewed by a few people.,People snorkeling.,2
Warehouse workers enjoying a company luncheon during a meeting.,The employees are eating.,0
Men fighting for position in a heated horse race.,There are at least two men.,0
a group of people white water rafting in a blue raft.,1 person has fallen overboard,1
In a street in japan traditional and modern styles of clothing can both be seen.,people wear clothes in japan,0
A young boy is sitting on the grass.,A young boy is inside,2
"Three men at a bus stop, one man is turned around to tie his shoe as one man stands in front of the other who is sitting on a bench talking to him.",The men are going on a trip,1
A sports player celebrates by spraying champagne outdoors.,An old man is staring out a window at the snow.,2
A large dog sits in the grass.,A dog is outside.,0
Gray horse wearing blue cover eating from a orange bucket held by a person in a green shirt.,The person is feeding the horse.,0
Homeless man living among the construction.,The man does not have any money.,1
A baseball player in a red suit has just thrown a ball.,A pitcher is stuck on the bench.,2
Big thighed men in short shorts are huddled together on a field.,Men in short shorts are huddled together.,0
"A quintet poses in front of a staircase, each holding their own instrument while smiling for the camera.",There is a staircase.,0
Friends having fun playing in the water geyser.,Friends playing outside.,0
Two men doing a construction works,Two men laying down during construction.,2
"A black person in a white shirt and headscarf is plowing a field behind two yoked cattle, one tan and one dark brown, with blue-painted horns.",Two cattle are running wild in the street.,2
Women are sitting in a cafe knitting.,Women are knitting.,0
"Two boys, one naked, one in a skirt, run on the sand.",The two boys are exercising.,0
A female singer in a short dress holds a microphone in one of her two outstretched hands while a man plays an electric bass guitar in front of an amplifier.,There is a microphone.,0
Three men are working together to pump gas from a barrel.,Men try to put gas in an empty tank.,1
Man in blue padded suit training a black dog for search and rescue in a field.,A man is playing frisbee with his dog.,2
A man adjusting a paper lantern display.,The man is asleep at home.,2
There are three children in sports uniforms on a soccer field.,Fifteen children are sitting in front of the television idly.,2
Older man standing near the steering wheel of a boat.,An elderly man on a boat.,0
A group of four young men and one young woman holding spray paint cans and smiling next to their artwork.,A group of people were just spraypainting.,0
Man standing on his head near a black and white pattern in the street.,Man doing a headstand.,0
"A singer who is shy about singing, gets stage fright.","The singer is very talented, and no one would ever know she was afraid.",1
"a rock climber, climbing an extremely steep rust-colored rock wall, and he is wearing a bright orange hard hat with a light attached to it in the front, sunglasses, and jeans.",A man does not go rock climbing because it is too strenuous for his fitness levels.,2
Men wearing orange and white reflective jacket are working to fix a railroad at night.,women are working to fix a railroad,2
A man wearing a dark shirt is sitting next to a white hat and sleeping.,A man wearing a shirt sleeping next to a white hat.,0
A man wearing all black carrying a black trash bag is bending down to pick something up in a dirt lot.,Man picking up someone's dropped receipt,1
A fat man wearing a tan t-shirt with black and gray hair brushes his teeth with an electric toothbrush in a room with a calendar on the wall and a lamp on a dresser.,The little boy is combing his hair.,2
A band on a big stage plays with a star in the background.,A band on stage not playing any music.,2
A man riding a horse is jumping over an obstacle.,A woman sits on a still horse.,2
A man sitting on a bed focusing on something on his lap with a wall full of paper butterflies behind him.,The wall is plain blue.,2
A little boy in a white shirt is rock climbing.,The group of girls are having a snow fight.,2
A man wearing all black does the splits in midair on a hilltop.,Man leaping on hilltop.,0
An older gentleman with a beard is wearing a dark jacket and trying to sell something on a city street.,An old man walks on the stree.,2
A man is sitting at a picnic table next to a yellow van and a maroon car.,A man runs a marathon,2
People gathering at a street vendor.,People wait in line to buy hot dogs.,1
A group of young people dancing outside at some event.,A dog is barking at the mailman.,2
"Cars traveling down a wet street, with people walking by.",Tourists are watching the cars drive in the city.,1
Man fixing a train as it stops.,The man is standing in line at the cafeteria.,2
The two hockey players are down on the ice.,The players are getting ready for a game.,1
A man standing in water uses his leg to splash.,A man is splashing in the water.,0
