premise,hypothesis,label
"A contractor with a hard hat holding a plank and walking on top of the building he is constructing, with a safety chain attached to him.",The man is wearing a hat.,0
An individual in a red plaid shirt is standing in a telephone booth outside.,A person wearing a red shirt is standing outside.,0
A goggled boy leaps from the edge into a shimmering pool with someone watching on in the background.,There is a boy jumping into a pool.,0
Man with white beard and glasses gives a thumbs up.,A man gives a thumbs up.,0
Women dressed in pink and white clothing stand with arms pointed to the sky.,A woman is standing.,0
A man in a white shirt is sitting at a table looking at some papers.,A man is sitting at a table.,0
Blowing bubbles as she walks.,Blowing bubbles as she walks.,0
"A man with a long black hair and beard, wearing a black shirt is sitting on rocks within a fenced in enclosure while holding the paw of a young polar bear.","A man with a long black hair and beard, wearing a black shirt, is studying polar bears.",1
a man wearing a gray jacket standing on the side of a street.,The man waits for the crosswalk signal.,1
"man in orange shorts builds a sand castle, combining multiple pictures into one resulting in four copies of him.",A woman sunbathes on the beach.,2
A child in a black shirt is sitting at a carnival sideshow game.,A child in a black shirt is sitting at a game.,0
A group of people gathered at an exhibit.,The goup are all friends.,1
A man balances on his forearms while a child watches in front of a colorful background.,The man is an acrobat.,1
A man with an open blue shirt is performing a dance move with a woman in purple that entails the woman bending backwards while the man holds her.,A man dances with a woman.,0
"A woman, with a drink in hand, is leaning against a silver car parked along the street, while looking at the camera.",The man chipped his toot on the soda bottle.,2
People are standing near boats in a sandy area.,People are sailing their boats in the sand.,2
a man working in a outside meat deli.,a man reading a book quietly alone,2
A man in the military is walking with his two daughters.,He is wearing a military jacket.,1
Kid guards face from soccer ball,The player shields himself from getting hit.,0
"Two women standing around, one in a yellow shirt and another in an orange shirt with words on the back of the shirt.",Two women are waiting for a bus.,1
A male tennis player standing on a tennis court swings his tennis racket at the tennis ball.,A female golf player standing on a field swings her golf club at the ground.,2
A team of hockey players are sitting on a bench.,A team of hockey players sitting on bench before the game.,1
A person walking on the snow by a mountain carrying a walking stick.,There is a person walking in the snow.,0
A crew of workers replacing an old roof.,The crew of workers are performing a dance.,2
A man in a blue checkered shirt is cutting a chocolate birthday cake.,A man is cutting a 20 foot tall wedding cake.,2
a man sitting on grass outside.,The man is standing.,2
A group of men wearing band uniforms (red jackets and black hats) playing the drums.,The band uniforms are red and black.,0
A balloon artist is showing his work to two young children.,A man is making balloon elephants.,1
"Three women are working in a field, while four children and a lady holding a baby watch.",Three women are working in a field.,0
People walking along side railroad tracks.,People are dancing at a club.,2
Two women smile for the camera.,The two women hang coats in the closet.,2
Six girls sit on painted pavement.,The girls are sitting.,0
Two black dogs run through sand.,Two dogs are sleeping on a rug.,2
A person in black is coming out of a window of a tan and red building.,A person is coming from the red building and out of a black window of a tan,0
"Three kids are walking down a steep, snow-covered hill.",The kids slid down the hill.,2
A man sits in a chair in the shade while another man paints graffiti on a wall.,the homeless man watches the guy paint the wall,1
A young child is playing in a water tank with toys.,A child is in a library reading a book.,2
The man sits on a sofa under the bridge and litter is all around him.,a man sits on a sofa under a bridge,0
Boy sits on his skateboard on the elevators.,A boy waiting for the elevator to move.,1
"Young woman in a white shirt is talking to a person in a black hat, while a football game is shown on a flat screen TV in the background.",Two people have a conversation while a game plays on the TV.,0
A man wearing jeans is working to make a sculpture in the sand.,A man is making a sand sculpture.,0
Women are using many blenders to make drinks.,Tall humans using things,1
Two people huddled near the ground in a dark alley.,The alley is dimly lit.,0
A man in a hoodie does an ollie on his skateboard with people in the park in the background.,The people in the park are watching the skateboarder.,1
A man in a top hat playing the accordion.,A guy playing his instrument for tips.,1
A man is being lowered out of a helicopter.,a man is training for the army,1
"A woman in sunglasses is carrying a purse, a jacket, and a brown bag while walking down the street.",The woman is buried in the sand.,2
A man with a his arm in a sling and a business suit walks past two woman talking.,A man with an injured arm and wearing a suit walking down the road.,0
a man in a black shirt is singing into a microphone.,The man in black sings into the microphone.,0
a boy visits a Amish community.,An office executive visits a church.,2
People socializing on a boardwalk on a Summer night.,The stars illuminate the boardwalk.,1
"A boy wearing a bike helmet, jeans, and a striped shirt and a girl wearing a green shirt and jeans ride bikes with training wheels down a sidewalk.",A boy is wearing a helmet and riding a bike,0
