premise,hypothesis,label
A man wearing a white t-shirt and khakis puts on an amazing fire juggling show.,The man is putting on an amazing fire juggling show.,0
Two young caucasian brunette girls sitting outside on a park bench talking and looking at their cellphones on a seemingly warm afternoon.,The girls are showing photos to each other.,1
"A long alleyway, there is a black man with hands behind his back, walking away from the camera.",The man is white,2
"A man walking past a bench, with a yellow curb.",The man is carrying a newspaper.,1
"Two men, one of which is bald, in a bathroom.",The bald man and the red haired man are in the bathroom talking.,1
"A balding man is playing the drums, as another young man holding a guitar plugs in the amp.",A man is making music with his son.,1
"Puzzled asian man wearing kimono and scratching head, standing and holding bag in paved outdoor shopping area.",An Asian man is naked.,2
A young boy in a red uniform learns to play ice hockey.,A young girl in a red uniform learns to play ice hockey.,2
A woman is reading literature and sitting on the front stoop of a building.,A woman is reading.,0
"One man sitting down, holding a vase between his arm and leg.",A man is holding a banana.,2
Five Asians have gathered for dinner at a table near a fire pit.,People are sitting around a table,0
A black dog running in a race.,A horse is running around a track.,2
a blond-hair lady is wearing a black and white top and a black skirt.,a blond-hair lady is wearing a black and white top and a black skirt at her desk.,1
Three children are sorting our a large quantity of green apples.,Siblings are going through apples to find the best ones for a pie.,1
A female gymnast in a black unitard and viewed from behind prepares for a tumbling pass.,The gymnast is eating cotton candy.,2
A baseball player swings his bat at an oncoming pitch.,A ball is approaching the player.,0
"A boat with red, white and blue sails docking at a pier.",The boat is in the water.,0
"Two children riding inside atop an elephant harnessed with a riding pack, while an adult male watches on.",The children are riding an elephant.,0
"A guy, dressed nicely, is painting a mural on a wall, with a ladder sitting beside him.",The man is getting paint on his nice clothes.,1
A black and white image of a jogger running in the rain on a street after a car.,Someone runs after an angry friend who is driving away from him.,1
A large crowd of people stand outside in front of the entrance to a Metro station.,People are waiting to take the metro.,1
"A local musician up on stage, playing guitar.",An international superstar is playing his accordian in a town he's never heard of.,2
"The snowboarder is wearing a dark top, blue pants and a helmet with goggles.",The snowboarder is preparing to snowboard.,1
A young girl and two young boys playing with scooters on a dock during the day.,The children are playing a racing game on a sandy beach.,1
A businessman seated next to a statue of a businessman in a busy downtown district.,The businessman is hispanic.,1
A person wearing red pants hides their head under a black jacket in front of a desk with many computers.,A man is sitting in a computer lab.,1
"A man singing with his eyes closed and holding a microphone, with a woman behind him playing an electric bass guitar.",A man and a woman are performing together musically.,0
Three people sit together on a couch in a house while two others stand off to the sides.,2 women and 3 men are talking in a group.,1
"A group of elderly people playing a game of checkers, in a very poor area.",The people are playing a game.,0
Three ball players in uniform stretch on a striped green surface in front of a large crowd and signage.,Three players are stretching.,0
A skateboarder jumps another skateboard.,A dog is rolling in the grass.,2
A lady in a brown jacket trying to grab something.,A woman in brown throws her purse.,2
Dog climbing over wall,"A dog is outside, climbing over a wall.",1
Two females ride camels backs.,Two females enjoying a camel ride.,1
A young couple in a busy city,There is a couple in the city.,0
Men fish on a concrete slab.,Men are sleeping in tents.,2
A child in blue jeans pulls off a red jacket in front of a mirror.,A boy is struggling to get out of his winter coat after he came inside from playing in the snow.,1
A little boy in a green striped t-shirt standing out front of a Chinese laundry,A little boy in a green striped shorts is playing beach soccer.,2
A man in orange watches a golf ball he has just hit while a large audience also watches.,The mans ball is going out of bounce.,1
A child at the top of a slide.,A child on a slide.,0
Two police officers are patrolling on their horses.,Two police officers are patrolling in their cars.,2
An ice hockey goalie guards the net while a few others play in front of him.,A goalie hits the puck before it reaches the net,1
Two men who are jogging with numbered signs on their shirts attempt to jump over a log in their path.,Two women are sitting at home.,2
There are a crowd of people sitting underneath shady trees.,Some people are sitting.,0
Three young adults sitting on top of a ledge.,the adults want to see something,1
A man with prosthetic legs just finished a run.,A man with  prosthetic arms did not finish the run.,2
A shaggy dog carries a stick through a grassy field.,The timber wolf captures its prey.,2
An individual rappelling down a cliff towards the water,The man is sitting on a raft.,2
"A group of 11 people in winter wear such as beanies, skiing jackets, gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them.",Many people are outside.,0
A man with a long beard is looking at the water.,A tall human looking.,1
"Restaurant workers smile as they take a break, gathered around a huge copper bowl in the kitchen.",People are gathered around a giant soup bowl,1
