unique_id,difficulty_score,premise,hypothesis,true_label
2_16151c,0.75,A giant pair of glasses sitting outside a building.,A broken pair of glasses were left in the street,2
2_3858a,0.25,A medical professional recording a patient's data.,They write on a chart.,0
2_3858b,0.0,A medical professional recording a patient's data.,The patient just had surgery.,2
2_3858c,0.5,A medical professional recording a patient's data.,The doctor writes notes about the patient.,1
1_892a,0.25,Workers prepare the restaurant for hungry customers.,The customers are waiting.,1
1_892b,0.25,Workers prepare the restaurant for hungry customers.,The restaurant is getting ready to open.,0
1_892c,0.25,Workers prepare the restaurant for hungry customers.,The restaurant is filled with customers.,2
0_12612a,0.75,A clown handing out American Flags and entertaining some children.,There are people in makeup that are funny and are captivating the young with flags.,0
0_12612b,0.75,A clown handing out American Flags and entertaining some children.,There are patriotic people that are making others laugh at their antics.,1
0_12612c,0.5,A clown handing out American Flags and entertaining some children.,There are jokesters that are abusing the American flag.,2
1_18356a,0.0,A picture of Jim who wears glasses in a lab coat.,A man is in a laboratory.,1
1_18356b,0.25,A picture of Jim who wears glasses in a lab coat.,A man is wearing classes and a lab coat.,0
1_18356c,0.5,A picture of Jim who wears glasses in a lab coat.,A man is in a jean jacket.,2
4_15483a,0.5,A girl in her underwear on a pillow is on display as viewers take photos.,A young girl enjoys her day alone as several creepers sneak in.,2
4_15483b,0.75,A girl in her underwear on a pillow is on display as viewers take photos.,An adult film star poses for a magazine cover.,1
4_15483c,0.25,A girl in her underwear on a pillow is on display as viewers take photos.,A model is posing for the cameras.,0
1_1167a,0.5,"A nighttime scene where firefighters anxiously attempt to put out a building fire, shooting water from all directions.",fire fighters are off from their jobs leaning the site,2
1_1167b,0.75,"A nighttime scene where firefighters anxiously attempt to put out a building fire, shooting water from all directions.",figherfighers outing out a fire,0
1_1167c,0.5,"A nighttime scene where firefighters anxiously attempt to put out a building fire, shooting water from all directions.",firefighters are close to putting the fire out,1
2_13969a,0.5,"A man in a blue hooded sweatshirt has his hands on the back spokes of his upside-down bike, as he sits on a low graffiti-covered wall among palm trees.",A boy is ridding his bike.,2
2_13969b,0.5,"A man in a blue hooded sweatshirt has his hands on the back spokes of his upside-down bike, as he sits on a low graffiti-covered wall among palm trees.",A boy is at a skate park attempting to repair his bike by the wall.,1
2_13969c,0.0,"A man in a blue hooded sweatshirt has his hands on the back spokes of his upside-down bike, as he sits on a low graffiti-covered wall among palm trees.",A man is outside attempting to fix his bike.,0
0_22527a,0.75,Person wearing cowboy clothing being thrown off a bull while being surrounded by rodeo spectators.,They are running in fear of the rodeo clown.,2
0_22527b,0.25,Person wearing cowboy clothing being thrown off a bull while being surrounded by rodeo spectators.,They are the the rodeo.,0
0_22527c,0.75,Person wearing cowboy clothing being thrown off a bull while being surrounded by rodeo spectators.,They are not afraid of the bull.,1
0_16036a,0.5,A person outlined by the sun,A person's face is in shadow from the sun.,0
0_16036b,0.25,A person outlined by the sun,A man is casting a shadow on the ground.,1
0_16036c,0.0,A person outlined by the sun,A person's face is visible from sunlight.,2
2_7463a,0.75,A man wearing a hat is doing some work.,A labour was working.,0
2_7463b,0.0,A man wearing a hat is doing some work.,A man was working with a bike.,2
2_7463c,0.75,A man wearing a hat is doing some work.,A labour was doing a job.,1
2_258a,0.25,Two young girls pick daffodils.,Two children plant flowers in a garden.,2
2_258b,0.25,Two young girls pick daffodils.,Two little girls pick flowers from several different types of flower.,1
2_258c,0.25,Two young girls pick daffodils.,Two girls pick flowers outside.,0
3_5576a,0.5,"A woman wearing pink and her companion, a man wearing plaid, look at a map of Central Park in New York city, as a cyclist and horse-drawn carriage pass them in the background.",A couple look at the sights around their city.,1
3_5576b,0.0,"A woman wearing pink and her companion, a man wearing plaid, look at a map of Central Park in New York city, as a cyclist and horse-drawn carriage pass them in the background.",There is horse races in the big city.,2
3_5576c,0.5,"A woman wearing pink and her companion, a man wearing plaid, look at a map of Central Park in New York city, as a cyclist and horse-drawn carriage pass them in the background.",Several individuals go about their business in the city.,0
2_19786a,0.0,A uniformed woman holding a camera standing in front of a crowd of spectators.,The crowd is looking at a woman with a camera.,1
2_19786b,0.0,A uniformed woman holding a camera standing in front of a crowd of spectators.,The uniformed women is holding a camera while in the crowd.,2
2_19786c,0.5,A uniformed woman holding a camera standing in front of a crowd of spectators.,The woman who is dressed casually is holding a camera near a crowd of watchers.,0
4_26822a,0.75,People writing in Chinese calligraphy.,People transcribing Chinese to English.,2
4_26822b,0.25,People writing in Chinese calligraphy.,Class writing in beautifully artistic calligraphy.,0
4_26822c,0.25,People writing in Chinese calligraphy.,People writing Chinese with pencils.,1
2_11491a,0.0,The little boy is coming out of the water in a swimming pool.,A little boy exiting the water at a public swimming pool outside.,0
2_11491b,0.5,The little boy is coming out of the water in a swimming pool.,A little boy playing with water at his home.,2
2_11491c,0.25,The little boy is coming out of the water in a swimming pool.,A little boy exiting an indoor pool.,1
0_25761a,0.25,A man wearing a brown leather vest and a woman dressed in red and black holding one another.,A man and a woman shared their feelings.,0
0_25761b,0.25,A man wearing a brown leather vest and a woman dressed in red and black holding one another.,A man wearing a brown leather vest like only a woman dressed in red and black.,1
0_25761c,0.0,A man wearing a brown leather vest and a woman dressed in red and black holding one another.,A man and woman came together to attend function.,2
4_22382a,0.5,Two people in Africa with a homemade toy car.,They made the toy.,1
4_22382b,0.25,Two people in Africa with a homemade toy car.,They are playing.,0
4_22382c,0.75,Two people in Africa with a homemade toy car.,They lit the toy on fire.,2
2_4849a,0.25,Chopping down the perfect Christmas tree.,An evergreen is being cut down.,0
2_4849b,0.0,Chopping down the perfect Christmas tree.,The man is decorating the tree.,2
2_4849c,0.25,Chopping down the perfect Christmas tree.,The person is hitting a pine tree with an axe.,1
1_257a,0.5,A young kid is skateboarding at a skate park.,The boy is afraid of skating.,2
1_257b,0.25,A young kid is skateboarding at a skate park.,There's a kid skateboarding down the road.,1
1_257c,0.75,A young kid is skateboarding at a skate park.,The boy is playing at the skate park.,0
0_23843a,0.0,A woman reading her paper while waiting for the train.,The women is going to ride the train.,0
0_23843b,0.75,A woman reading her paper while waiting for the train.,The train will be there soon.,1
0_23843c,0.25,A woman reading her paper while waiting for the train.,The women is reading a long novel waiting for the train.,2
1_23411a,0.25,Wow this must be how all the stunt artist get their start.,na,2
1_23411b,0.25,Wow this must be how all the stunt artist get their start.,na,1
1_23411c,0.5,Wow this must be how all the stunt artist get their start.,na,0
3_25713a,0.25,A boy is jumping on an inflatable ring and a girl is watching him,The kids are enjoying playing hide and seek,2
3_25713b,0.25,A boy is jumping on an inflatable ring and a girl is watching him,"The boy jumps outside on a toy,while the girl is having fun.",1
3_25713c,0.0,A boy is jumping on an inflatable ring and a girl is watching him,A boy and girl are having fun playing,0
0_11926a,0.75,A woman in colorful ethnic clothing paints henna on a person's hand.,A woman is writing a symbol on someone's hand.,1
0_11926b,0.75,A woman in colorful ethnic clothing paints henna on a person's hand.,A woman is using a tattoo gun.,2
0_11926c,0.5,A woman in colorful ethnic clothing paints henna on a person's hand.,A woman is painting a henna tattoo.,0
3_8709a,0.5,Two people sit at a table outside against a wall and make faces.,A child is laughinig at people.,2
3_8709b,0.0,Two people sit at a table outside against a wall and make faces.,Two people are at a resturant.,0
3_8709c,0.25,Two people sit at a table outside against a wall and make faces.,Couple is taking pictures.,1
3_10962a,0.0,The man is dressed in all black and has a tattoo on his left arm.,The man is dressed in all black and is riding his bike.,1
3_10962b,0.5,The man is dressed in all black and has a tattoo on his left arm.,The mans clothes are the same color.,0
3_10962c,0.75,The man is dressed in all black and has a tattoo on his left arm.,The man is wearing white shorts and a red shirt.,2
1_21416a,0.25,Two men are into an intense wrestling match.,Two boys are pretending to be their favorite TV wrestlers.,2
