premise,hypothesis,label
"A group of Asian people in decorative dress smile, and walk happily in a parade.","A group of Asian people in decorative dress smile, and participate in a parade.",0
A man is looking out of a window.,The man is eating by the window.,2
A man in a dirty plaid shirt is carrying logs.,Two women gardening in the hot sun.,2
Someone rebuilding this structure.,A person runs to the police car.,2
"A bride throwing her bouquet up in the air behind her, towards a group of ladies.",A bride in action with people.,1
A little girl on the beach with a shovel in hand.,The girl is outside on the beach.,0
A man holds a chubby baby with pink cheeks and blue shirt.,The man is sitting next to the baby.,2
Tennis player jumping in the air with racket.,A person is winning a tennis match.,1
A medium sized child jumps off of a dusty bank over a creek.,A child is playing near the creek.,1
A woman exercises on an elliptical machine.,A woman works out in the gym.,1
A young boy stands by a car that's being washed.,The boy is standing,1
Children gather in a large room to watch an organized performance.,The children are watching stage performers.,1
Two little boys rolling down a hill.,Boys get dizzy from rolling down a hill.,1
Students are sitting lined up on stair steps while they wait and check their electronic devices.,Students are standing in a circle holding hands.,2
A black dog with a red collar retrieving a stick from deep water.,A black dog is in it's doghouse for the night.,2
"Two nuns, one with paper in her hand, and the other holding a bag.","One nun is holding a paper, another has a bag.",0
"A man jumping in the air, looks like on the sandy mountain.",The man is jumping outside on a pogo stick.,1
"A pedestrian walking under a lovely old tree bare of leaves but green grass underfoot, with building tops showing below.",A person is on vacation.,1
A teenage girl in a pink tank top with two thumbs up.,A girl is making a hand signal,0
Young boy with blond-hair laughing while swinging at the park.,The girl is at the concert.,2
A blond woman wearing glasses and a brown jacket is walking by wooden masks.,The blond woman is in a museum.,1
Girl in red t-shirt leaning down on a kitchen countertop.,There is a girl in the kitchen.,0
An old man in army fatigues addresses a line of children standing at attention.,The old man addressed the line of unruly children.,1
A man is passed out on a park bench.,The man is outside.,0
Many men on the back of a pick up truck going down a road.,The sun is shining on the truck while it drives down the road,1
A woman in blue resting on a bench in front of a huge religious mural,A woman is waiting for the bus.,1
"A shirtless male in blue jeans, operates a heavy-duty walk behind lawn mower in front of a brick building.",A shirtless man is operating a lawn mower.,0
Girl with two ducks on cliff overlooking the water.,A dog smells his butt.,2
A lady shopping at the grocery store.,A woman shops.,0
Four men are leaping into the air while the fifth man is standing on the ground outside of a house.,All the men are leaping into the air.,2
A brown squirrel jumps into the air in a snowy area.,A flying squirrel leaps into the snow.,1
There are two men and one female sitting down and looking at their laptops in front of a window.,Three people sitting in a cafe.,1
A woman in a black shirt is standing next to the public toilets.,A woman standing outside of the restrooms.,0
A woman in white dances while a crowd of people look on.,the woman played cards all day and did not go to the party,2
A man who is fishing from a boardwalk is casting his fishing pole over the railing.,He has hooked a shark,1
"A brunette girl with a white shirt and brown backpack is holding an orange, yellow, and red kite shaped like a fish.",A kid is grasping something colorful.,0
A group of men are loading cotton onto a truck,men are loading cotton,0
A three dog sled team pulls an unusual tricycle sled.,Three dogs are chasing a ball on the beach.,2
A blond-haired little boy wearing a black and white T-shirt smiles as he holds a lizard in his hand.,a boy holds lizard,0
A woman and a baby interacting.,the woman is with a baby,0
A woman in an orange tank top and blue jeans holding a hula hoop.,The woman is taking a shower.,2
Dog runs after two geese in field,Two eagles chase a dog in a field.,2
There are two guys near the podium.,The two guys were sitting down in their seats,2
A dog is in the water.,The puppy is eating a dog treat.,2
Someone is in a speed boat on the water.,Someone is speedboating across high waves.,1
A woman in a floral sweater and blue clothing holds a coffee-colored beverage by a busy street.,Nobody has a sweater.,2
"An old man wearing glasses, a red dress shirt, and black slacks is teaching a class.",A woman teaches about Shakespeare.,2
A man in a white shirt is jogging on a sidewalk.,A man jogs on the sidewalk.,0
People walking around at a downtown festival.,The people are walking around at a New Years Festival.,1
A man sitting and has taken off his shoes.,A tired man has sat down to take off his shoes.,1
A group of people being served at a wine and food bar.,The people are at a bar.,0
A butcher is slicing meat in a store on the counter.,A butcher is slicing ham on the counter,1
Small asian man in shorts with a really huge saw cutting wood.,the women were getting nails done,2
A young boy signs his name on the large banner.,It is sunny,1
A boy dressed all in blue waves a flag and skips away.,A boy is sitting quietly in a church.,2
a man in a brown jacket is running on a sandy bay towards a dog that is in turn running towards him.,A man is standing still with his cat.,2
People waiting to speak into a microphone at a J.P. Morgan corporate challenge.,People are leaving the corporate challenge.,2
