premise,hypothesis,label,unique_id
A man with a hankerchief on his next and pierced ears looks off into the distance.,A man is contemplating whether or not to propose to his girlfriend.,1,3_27320a
A man with a hankerchief on his next and pierced ears looks off into the distance.,A woman with a pierced nose is looking at her phone.,2,3_27320b
A man with a hankerchief on his next and pierced ears looks off into the distance.,A man is looking off into the distance.,0,3_27320c
two woman competing in a sporting event,Two people playing sports,1,3_27321a
two woman competing in a sporting event,Two women are reading at the library,2,3_27321b
two woman competing in a sporting event,Two women outdoors playing soccer,1,3_27321c
A large group of men line up along the side of a large brick complex beside a field.,Group of people standing along a building near a field.,0,3_27333a
A large group of men line up along the side of a large brick complex beside a field.,A large group of women line up along the side of a large brick complex beside a field.,2,3_27333b
A large group of men line up along the side of a large brick complex beside a field.,A large group of men line up along the side of a large red brick complex beside a soccer field.,1,3_27333c
Four school aged kids are playing dodgeball in the gym,Kids are playing scocer.,2,3_27349a
Four school aged kids are playing dodgeball in the gym,Kids are playing a games.,0,3_27349b
Four school aged kids are playing dodgeball in the gym,Kids are playing an intense game of dodgeball.,1,3_27349c
One person using a light post to jump over another,A guy is athletic.,1,3_27395a
One person using a light post to jump over another,A guy can jump pretty far.,1,3_27395b
One person using a light post to jump over another,A guy with no legs is in a wheelchair.,2,3_27395c
A man wearing a Facebook lanyard is holding a microphone.,A man is holding a microphone,0,3_27580a
A man wearing a Facebook lanyard is holding a microphone.,The man is giving a speech,1,3_27580b
A man wearing a Facebook lanyard is holding a microphone.,The man is drinking water,2,3_27580c
A female with a pink shirt painting a star on the american flag.,A woman is painting on a flag.,0,3_27619a
A female with a pink shirt painting a star on the american flag.,A woman with a blue shirt is picking flowers.,2,3_27619b
A female with a pink shirt painting a star on the american flag.,The woman is painting flags for the 4th of July.,1,3_27619c
Two people wearing shorts are sleeping on grass and sand.,Two people fell asleep outside after drinking too much at a party.,1,3_27646a
Two people wearing shorts are sleeping on grass and sand.,A girl studies in the campus library.,2,3_27646b
Two people wearing shorts are sleeping on grass and sand.,Two people are sleeping outside.,0,3_27646c
"An African-American man is seated at a round table with two small children, one of whom is on his lap and trying to reach out.",The table is thick.,1,3_27726a
"An African-American man is seated at a round table with two small children, one of whom is on his lap and trying to reach out.",There is a man.,0,3_27726b
"An African-American man is seated at a round table with two small children, one of whom is on his lap and trying to reach out.",The children are playing outside.,2,3_27726c
A man squatting and spray painting an eye and an apple wearing rubber gloves.,the man is washing his driveway off.,2,3_27771a
A man squatting and spray painting an eye and an apple wearing rubber gloves.,the man is painting an eye and an apple while wearing rubber gloves.,0,3_27771b
A man squatting and spray painting an eye and an apple wearing rubber gloves.,the manis painting with gloves on.,1,3_27771c
"Three dogs, one black and two blond, run in the snow.",Three dogs run on green grass.,2,3_27788a
"Three dogs, one black and two blond, run in the snow.",Dogs are playing in the snow.,0,3_27788b
"Three dogs, one black and two blond, run in the snow.",Dogs are running outdoors in winter.,0,3_27788c
A couple stands in front of a wooden sign on top of a hill.,A couple take a photo by a sign.,0,3_27811a
A couple stands in front of a wooden sign on top of a hill.,A couple take a photo by a sign to remember the name of the city that they spent time in.,1,3_27811b
A couple stands in front of a wooden sign on top of a hill.,A sign stands in front of a couple on top of a hill.,2,3_27811c
A young child in long-sleeved shirt and underwear is tugging at his waistband while looking down toward the hardwood floor.,A young child is in underwear standing on hardwood floor.,0,3_27897a
A young child in long-sleeved shirt and underwear is tugging at his waistband while looking down toward the hardwood floor.,A young child in a jacket is standing in a field.,2,3_27897b
A young child in long-sleeved shirt and underwear is tugging at his waistband while looking down toward the hardwood floor.,A young child adjusts his waistband while he gets ready for dinner.,1,3_27897c
A person wearing skis is also paragliding with a red parachute.,A person is paragliding over water.,1,3_27942a
A person wearing skis is also paragliding with a red parachute.,A person is paragliding with a black parachute.,2,3_27942b
A person wearing skis is also paragliding with a red parachute.,A person is outdoors.,0,3_27942c
Tourists visiting China have come to see it's amazing architecture.,The people stand in awe at what China has to offer.,1,3_27949a
Tourists visiting China have come to see it's amazing architecture.,Tourists love China's architecture.,0,3_27949b
Tourists visiting China have come to see it's amazing architecture.,The women travel to the beach.,2,3_27949c
Man is in a boat in a city,The boat is blue,1,3_28028a
Man is in a boat in a city,A man is in a city,0,3_28028b
Man is in a boat in a city,The man is sailing on the ocean,2,3_28028c
A person is mowing the lawn while holding his right arm up in the air.,Someone is cutting the grass,0,3_28049a
A person is mowing the lawn while holding his right arm up in the air.,A man is driving a go-kart on the street,2,3_28049b
A person is mowing the lawn while holding his right arm up in the air.,A man is mowing the lawn while waving to this kids,1,3_28049c
A woman covered in a hot pink fabric.,A woman trying on a new color.,1,3_28135a
A woman covered in a hot pink fabric.,A woman in bright colors.,0,3_28135b
A woman covered in a hot pink fabric.,A woman wearing green fabric.,2,3_28135c
A man wearing a red shirt is playing the drums.,The man is sitting.,0,3_28169a
A man wearing a red shirt is playing the drums.,The man is in a band.,1,3_28169b
A man wearing a red shirt is playing the drums.,The man is playing guitar.,2,3_28169c
Two women tend to some animals.,The two women are taking care of animals.,0,3_28204a
Two women tend to some animals.,The women have pet cows.,1,3_28204b
Two women tend to some animals.,The women are taking care of their kids.,2,3_28204c
A young archer aims his bow at a haystack target.,"A young archer aims his bow at a haystack target, hoping for a bullseye.",1,3_28207a
A young archer aims his bow at a haystack target.,A young horse aims his bow at a haystack target.,2,3_28207b
A young archer aims his bow at a haystack target.,A young warrior aims his bow at a haystack target.,0,3_28207c
Man stands on distant cliff overlooking a green valley.,they were married,1,3_28217a
Man stands on distant cliff overlooking a green valley.,the child was 18 years old,1,3_28217b
Man stands on distant cliff overlooking a green valley.,a child is standing,0,3_28217c
A man is perched on a rooftop.,The man is getting ready to jump off the building.,1,3_28225a
A man is perched on a rooftop.,The man is not on the ground.,0,3_28225b
A man is perched on a rooftop.,The man inside a whale.,2,3_28225c
The baby walks on the gold and sandy-colored beach with water splashing behind him.,The baby is walking on a sunny day.,1,3_28236a
