premise,hypothesis,label
A boy in a gray hooded sweatshirt is throwing away a bag of garbage into a green dumpster.,A boy is getting rid of trash.,0
two men jumping in the air for a picture.,The two men are seated for their picture.,2
A man in a white shirt eating vegetables.,The man in a white shirt is eating food.,0
A person in a purple shirt is carrying a wired wooden grid.,Someone stole a wooden grid.,1
A guy fishing in a lake almost gets pulled into the water by something,A man who is fishing for sharks is nearly pulled into the water by one.,1
Two young boys wearing hats and sticking their colored tongues out.,The kids stuck out their forked tongues.,2
One person is sitting on a beach with a rainbow in the background.,two people waterski,2
A man in a brown shirt and jeans leans against a pole in front of Chanel while a man in a cinema security shirt faces the other way near him.,Some employees leaving work for the day.,2
A man in a plaid shirt is standing near a pile of rubble.,A human standing,0
A man wearing shorts a long with many other people are sitting in the snow.,The man did not bring the proper clothing for the weather on his vacation.,1
A man sits on rocks by an empty chair at the ocean's edge.,The man is by the ocean's edge.,0
A man running across the street in front of a building under construction.,The man ran into a bunch of construction workers.,1
A man stands in a hole.,The man is inside a space.,0
A woman in a blue dress stands with a chalk portrait of two children playing by a stream.,A woman throwing two children into a stream.,2
A man sits with his head on his hand while a woman stands next to him with folded arms.,A man is crying while his angry wife is screaming at him for losing all their savings in Las Vegas.,2
A man shines shoes on a busy sidewalk.,"The man is outside, shining shoes.",0
"A young person is playing guitar, behind them stands a very bright lamp.",A person is listening to music.,-1
Five people are inspecting bicycles outside in a wooded area.,Five people are not inspecting bicycles outside in a wooded area.,2
There is 1 girl playing the cello and has half her face painted like a zombie.,A girl is playing cello for a halloween show,1
A man wearing a brown suit is walking down the sidewalk.,A business man is walking to work,1
Two females sparring in martial arts.,The women are fighting each other.,0
Several people having a good time while exercising.,Some people are enjoying exercising.,0
A Golden Retreiver jumps over an obstacle.,The dog is dead.',2
Two children in a meadow standing on a little rock bridge over a creek.,The children are outside.,0
A large group of sports players in green and white uniforms line up behind a couple trophies.,The large group of sports players play basketball.,1
A young boy is using a vacuum cleaner.,The boy is holding a machine.,0
An Amish lady hangs up clothes to dry outside on a line.,a lady hangs up fabric outside,0
Phone booths occupied by a few people.,The people are making telephone calls.,0
A man in a runner's uniform stomps through water as it splashes.,A man in a uniform runs through some water,0
"Two blond women in red shirt facing away from the camera, standing at the edge of a seated crowd.",The men were all alone by the computer.,2
"A city street with a few passersby, featuring a cinder-block wall with graffiti on it.",There are few people on the city street.,0
A woman in glasses and blue jeans walks toward steps.,A woman walking the steps up to the courthouse.,1
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying.,There is a boy kicking a soccer ball.,0
"Little girl, dressed up, playing with balls at party.",The girl is playing with the balls.,0
A middle-aged man wearing a Pandora hat is playing an old accordion.,A man sits quietly while not wearing a hat.,2
An elderly man wearing a hat and jacket is bicycling down a brick paved path while sunlight streams through autumn trees ahead.,An elderly man is bicycling.,0
A little girl takes a picture while mom watches in boredom.,a bored parent and her child,0
A guy in a strip shirt laying on a picnic blanket taking a nap.,A man is playing frisbee near the picnic blanket.,2
"An older, balding man falling asleep on a chair in front of bookshelves.",A bald man is sleeping,0
"Two boys, two girls, strapped in and ready for an amusement park ride.",There are four children walking.,2
A couple gambling at a casino at the roulette table.,A couple is seen throwing a ball at a game.,0
A woman and baby are staring at a flock of pigeons,A woman and baby are observing the birds.,0
A person rides a motorbike through the air.,A rider is riding their motorbike fast,0
A woman walking down the block.,The woman is going to her favorite pub.,1
A crowded city street.,A city street is experiencing a traffic jam.,1
Two people sleep in an alleyway in the shadow of a brick building.,The two people are running around the brick building.,2
A woman with a red purse and a dark colored coat is walking along a city street while talking on a cellphone.,The woman is texting.,2
A group of people hike through a snowy wooded area.,People went hiking.,0
A group of people are eating in a large outdoor tent.,The people are at a party.,1
Woman with a brown jacket walking with group of other women.,The woman are walking down the city sidewalk.,1
A black dog runs on green grass towards the camera.,The dog likes the feeling of the grass.,1
A man and his son in a grocery store.,A parent and child shopping.,0
A man and a woman are jumping into the air excitedly on a wooden footbridge.,There are two happy people on a bridge.,0
"There is a man with a gray shirt on his speed boat who caught a big fish, and has started to cut it open.",There is a man on a boat.,0
